house_size_marla,num_residents,working_residents,urban_rural,energy_saving_appliances,weekend,month,temperature,num_lights,hours_lights,num_fans,hours_fans,num_AC,hours_AC,num_fridge,num_washing_machine,hours_washing_machine,num_TV,hours_TV,num_computer,hours_computer,num_water_heater,hours_water_heater,num_oven,hours_oven,num_microwave,hours_microwave,num_iron,hours_iron,num_water_pump,hours_water_pump,total_appliances,avg_daily_kwh,kwh_per_resident,monthly_kwh
55,8,1,Urban,1,0,2,15.3,15,5.4,2,8.4,4,2.2,2,1,0.7,3,2.8,0,6.2,1,0.7,2,0.4,2,2.0,0,0.9,0,2.2,32,25.4,95.1,760.5
2,5,1,Urban,0,1,2,15.6,18,6.7,6,7.9,1,7.1,1,1,0.33,3,3.19,1,2.2,2,1.1,1,0.44000000000000006,1,0.3,0,0.2,0,0.6,35,31.0,185.9,929.6
21,7,3,Urban,0,0,5,32.4,14,4.6,6,10.319999999999999,3,5.88,1,1,0.11000000000000001,5,6.71,2,5.7,1,1.5,2,1.9800000000000002,1,0.6,0,0.7,0,2.8,36,55.4,237.6,1663.2
16,5,1,Urban,0,0,7,34.0,18,4.0,2,11.28,1,4.68,2,1,0.1,4,5.1,1,1.7,1,3.4,0,1.7,1,1.3,1,0.4,1,0.9,33,37.4,224.2,1121.0
7,5,2,Urban,0,0,2,15.8,14,6.3,3,5.2,1,7.3,1,1,0.1,3,2.3,2,0.2,1,3.6,1,1.9,1,0.3,0,0.9,1,1.7,29,40.2,241.5,1207.4
6,8,3,Rural,0,0,11,20.9,13,3.3,5,10.3,1,5.7,1,2,0.1,4,7.8,0,1.9,0,1.2,1,0.5,0,0.1,1,0.5,1,1.8,29,24.8,93.0,743.6
14,4,3,Urban,0,0,8,29.4,18,6.2,3,8.64,2,14.28,1,2,0.4,3,3.4,0,2.8,1,4.0,1,1.8,0,1.4,1,0.6,0,1.4,32,75.1,563.4,2253.5
77,8,2,Urban,0,0,6,30.2,21,6.9,3,6.48,3,14.04,1,0,0.9,2,4.6,3,5.2,3,0.5,2,1.4,1,0.4,0,0.1,1,1.1,40,99.9,374.8,2998.2
12,6,1,Rural,1,0,1,13.6,20,6.2,6,9.8,4,7.9,2,2,0.3,1,1.5,2,5.8,1,3.4,1,0.8,1,0.7,1,0.5,1,1.8,42,63.6,318.1,1908.4
24,3,3,Urban,0,0,3,23.7,12,5.2,3,9.9,3,2.8,1,1,0.54,5,6.39,2,4.4,1,1.8,2,1.8,2,1.0,1,0.7,1,0.8,34,41.0,410.1,1230.2
36,7,2,Urban,0,1,9,32.4,13,6.6,6,8.1,2,7.3,1,2,0.8470000000000001,4,6.292000000000002,2,1.0,2,3.9,1,1.9360000000000004,1,0.6,1,0.7,0,0.7,35,74.1,317.4,2221.6
12,4,1,Rural,0,0,5,27.0,10,3.1,2,7.8,2,2.52,2,0,0.7,3,7.3,3,7.2,2,3.9,1,1.7,1,1.3,0,0.8,0,0.4,26,55.6,416.6,1666.6
76,3,3,Urban,1,1,9,26.6,13,5.8,3,9.1,5,9.5,2,1,1.1,4,1.7600000000000002,0,4.1,1,1.5,2,1.7600000000000002,1,0.6,0,0.2,0,1.3,32,83.1,831.1,2493.2
78,3,3,Urban,0,0,11,21.2,18,5.7,5,8.7,4,11.6,2,0,0.2,4,4.5,1,4.9,1,1.7,2,0.2,1,1.1,0,0.4,0,2.6,38,89.7,897.1,2691.3
12,4,3,Urban,0,0,6,33.3,14,7.9,5,10.92,3,3.24,2,2,0.5,4,7.4,0,1.9,2,2.8,1,0.7,1,1.1,1,0.5,0,0.9,35,58.2,436.4,1745.6
16,7,3,Urban,1,0,2,18.6,15,6.7,6,10.0,3,5.3,2,2,0.2,4,4.9,1,0.8,1,3.2,1,0.3,1,1.2,0,0.6,1,2.2,37,48.6,208.5,1459.2
14,6,3,Urban,0,1,9,34.5,10,4.9,5,8.8,4,3.4,1,1,0.8800000000000001,3,2.2,1,4.7,3,2.6,0,1.4300000000000002,1,1.4,0,0.8,1,2.5,30,74.0,370.0,2220.0
11,4,1,Urban,0,1,2,12.5,20,5.3,6,5.5,1,0.1,2,1,0.24200000000000005,3,1.5730000000000004,0,1.1,1,0.7,0,2.0570000000000004,0,0.4,1,0.9,1,1.5,36,19.4,145.5,582.0
2,4,2,Urban,1,0,6,36.9,7,3.5,2,5.159999999999999,1,13.92,2,0,0.3,4,5.2,2,6.8,0,2.7,1,1.3,0,1.6,0,0.9,0,0.9,19,31.6,236.8,947.1
21,4,3,Urban,0,0,8,35.2,24,3.8,6,5.76,3,8.64,1,1,0.9,5,4.5,0,4.6,2,1.5,1,0.3,1,0.2,1,0.6,0,2.1,45,72.5,543.9,2175.7
26,7,2,Urban,1,0,3,18.5,21,6.6,7,9.6,3,9.4,2,2,0.4,5,3.1,2,6.7,1,0.7,1,1.5,1,0.1,0,1.0,0,2.8,45,53.9,231.0,1617.0
3,4,2,Rural,0,0,9,32.6,17,6.7,5,10.8,3,11.9,2,0,0.3,2,3.1,1,7.5,2,0.6,0,1.9,1,0.6,0,1.0,1,0.2,34,79.1,593.3,2373.2
10,4,2,Rural,0,0,2,12.1,11,4.6,2,4.0,2,1.6,2,1,0.4,4,8.0,3,4.1,3,1.1,0,0.9,0,2.0,0,0.5,1,2.9,29,35.8,268.1,1072.5
65,5,1,Urban,0,1,3,24.4,24,6.2,7,7.1,2,1.5,2,0,0.44000000000000006,2,8.36,0,1.8,2,0.5,1,1.32,1,0.5,0,0.3,1,0.1,42,29.1,174.4,872.2
7,5,2,Urban,0,0,2,12.3,6,5.9,2,9.3,2,7.1,1,0,0.3,2,4.7,2,5.9,1,0.9,1,1.2,0,0.2,0,0.5,0,0.5,17,27.4,164.2,821.2
6,5,2,Urban,1,1,4,23.5,9,4.2,5,11.1,0,8.6,2,0,0.55,2,1.9800000000000002,2,5.9,0,1.0,1,0.22000000000000003,1,1.0,1,0.7,0,0.6,23,11.2,67.3,336.6
15,5,2,Urban,0,0,7,35.6,8,6.6,3,5.28,2,4.8,1,1,0.18000000000000002,1,5.13,3,4.8,1,1.7,0,1.08,0,1.9,1,0.2,1,2.6,22,38.7,232.0,1159.9
72,4,3,Urban,0,1,2,14.9,25,4.9,5,9.2,3,6.2,2,2,1.1,5,7.040000000000001,0,6.1,3,1.1,1,1.32,2,1.6,0,0.5,0,0.9,48,59.8,448.4,1793.5
8,5,3,Urban,0,0,10,27.5,14,5.0,5,7.5,1,2.6,1,0,0.5,2,3.8,3,6.1,2,2.7,0,0.1,1,1.3,1,0.2,0,0.5,30,40.2,241.0,1205.0
31,3,2,Rural,1,0,3,17.6,11,6.2,5,4.7,4,7.5,2,2,0.9,4,3.6,2,0.1,1,3.8,2,1.3,1,0.4,0,0.8,0,2.0,34,60.5,605.0,1815.0
45,6,1,Urban,1,0,6,35.1,16,4.2,2,12.48,3,2.16,1,0,0.3,3,1.2,1,6.1,3,3.9,2,1.5,1,1.7,1,0.6,0,2.6,33,66.7,333.7,2001.9
9,5,3,Urban,0,0,1,15.0,14,6.8,1,9.7,1,4.0,1,0,0.9,4,7.1,2,2.2,1,0.7,0,1.5,0,1.2,1,0.2,0,1.0,25,18.0,107.9,539.4
35,7,3,Urban,0,0,2,15.1,13,3.1,3,5.2,2,0.2,1,0,0.3,4,3.0,1,1.0,3,1.6,1,0.2,1,1.7,1,0.5,0,1.9,30,28.2,121.0,846.8
14,6,2,Rural,0,0,12,15.2,12,4.0,2,10.4,4,5.4,2,0,0.2,1,7.0,2,4.9,2,0.2,1,0.1,1,0.2,0,0.4,1,0.3,28,37.2,186.2,1117.3
24,8,2,Urban,1,0,4,33.5,18,6.9,6,11.3,3,2.6,1,2,0.5,2,7.6,0,3.7,1,3.6,2,0.4,1,0.4,0,0.7,1,2.4,37,47.1,176.5,1411.8
29,8,1,Rural,0,0,12,10.8,22,7.4,3,5.5,4,0.2,2,0,0.9,4,4.0,1,6.3,3,2.8,2,1.5,2,0.4,1,1.0,0,2.3,44,57.6,215.8,1726.8
29,3,3,Urban,0,0,7,41.0,24,6.1,5,10.319999999999999,2,13.44,1,1,0.5,3,2.4,0,5.6,2,0.2,2,1.6,2,0.1,0,0.1,0,1.1,42,77.5,775.5,2326.4
4,6,2,Rural,0,0,7,33.4,20,7.4,3,6.72,3,3.84,2,0,0.7200000000000001,3,4.05,3,5.9,0,1.0,0,1.26,1,1.2,1,0.2,0,1.7,36,38.6,193.0,1158.3
58,6,3,Urban,1,0,5,38.0,22,3.7,2,8.64,5,13.92,2,1,0.5,3,5.1,2,6.8,2,0.2,1,0.5,1,1.5,0,0.9,1,1.2,42,131.1,655.5,3933.0
14,3,2,Urban,0,1,5,39.9,19,6.2,6,5.52,2,11.88,1,2,0.8910000000000001,1,1.7820000000000003,2,7.0,1,4.0,0,0.7920000000000001,0,1.0,0,0.1,0,1.2,34,75.2,751.9,2255.6
9,8,2,Rural,0,0,6,31.4,14,6.4,4,12.48,3,11.639999999999999,1,1,0.33,4,6.2700000000000005,3,0.5,2,3.8,1,1.54,0,1.6,0,0.0,1,0.6,34,107.8,404.2,3233.5
1,5,1,Urban,0,0,2,17.2,7,7.2,3,4.1,2,9.8,1,0,0.9,3,7.3,1,6.5,2,2.5,1,1.4,1,0.4,0,0.2,1,0.8,22,58.4,350.4,1752.1
25,3,3,Urban,0,0,12,21.0,24,4.2,3,10.3,2,1.5,2,2,0.18000000000000002,5,5.9399999999999995,2,3.0,2,3.7,2,0.0,2,0.1,1,0.6,1,1.5,48,53.2,531.8,1595.5
33,7,3,Rural,1,0,5,34.2,10,3.5,6,5.3999999999999995,5,11.4,1,1,0.7,5,7.4,3,1.0,3,2.4,2,1.1,2,0.9,1,0.5,0,1.0,39,121.9,522.3,3656.4
1,3,2,Urban,1,0,10,22.7,7,4.2,3,8.9,1,10.0,1,2,0.4,4,4.4,1,2.4,0,0.9,1,0.1,1,1.1,1,0.9,0,1.6,22,20.9,208.7,626.1
20,4,1,Urban,1,1,1,13.8,12,6.0,6,8.9,3,2.5,2,0,0.8470000000000001,5,6.897000000000001,1,1.3,3,3.6,1,1.5730000000000004,1,1.3,0,0.7,0,2.8,34,63.7,477.5,1910.0
8,8,1,Urban,0,0,11,20.5,17,7.8,4,8.4,0,11.1,2,1,0.9,2,4.6,3,1.6,0,0.4,0,1.4,0,1.5,1,0.4,0,1.3,30,15.4,57.6,460.5
21,4,1,Urban,0,0,3,19.0,12,4.8,5,5.0,4,3.2,1,1,0.0,3,1.8,0,1.7,3,0.3,2,0.1,1,1.5,1,0.6,1,0.5,34,30.7,230.0,920.1
6,8,3,Urban,0,0,12,10.0,8,4.9,1,11.9,0,11.4,1,0,0.3,3,4.1,3,7.8,2,0.4,0,1.4,1,1.7,1,0.3,0,0.2,20,13.4,50.4,403.3
32,8,2,Urban,0,0,10,27.6,20,5.8,5,11.0,2,1.5,1,1,0.8,3,2.6,1,4.2,3,3.2,2,0.7,1,0.9,0,0.1,0,1.4,39,59.6,223.5,1788.0
10,6,2,Urban,1,0,7,34.6,9,5.5,3,8.28,3,14.16,2,1,0.3,2,6.0,0,2.9,3,3.2,0,0.9,1,1.6,0,0.8,0,0.2,24,102.7,513.7,3082.1
77,5,1,Urban,0,1,12,13.9,14,3.7,3,8.0,4,11.8,1,1,0.33,3,4.73,1,5.5,2,3.7,1,0.11000000000000001,2,1.1,1,0.6,0,2.7,33,96.7,580.2,2901.2
5,5,1,Urban,0,0,1,14.9,20,5.1,5,7.9,1,3.9,1,0,0.2,3,2.5,0,0.8,1,3.6,1,0.4,0,0.6,0,0.4,1,2.4,33,36.8,221.1,1105.5
11,8,1,Urban,0,0,4,32.0,14,7.6,3,7.3,1,8.2,1,1,0.7,2,3.5,2,7.7,2,0.3,1,1.5,1,0.3,1,1.0,1,0.9,30,34.2,128.2,1025.6
7,8,3,Urban,0,0,1,7.9,7,4.3,4,10.5,1,11.6,2,0,0.4,2,5.3,2,7.8,0,2.5,1,1.5,0,2.0,0,0.5,0,1.0,19,23.0,86.1,689.1
69,4,2,Urban,1,0,10,30.0,19,7.2,4,8.4,4,4.6,1,1,0.9900000000000001,4,5.5,2,3.9,1,2.6,2,0.9900000000000001,1,0.8,1,0.8,1,1.8,41,56.4,423.4,1693.4
56,7,1,Urban,0,0,11,20.5,15,4.7,3,6.7,2,10.1,2,0,0.8,2,1.2,3,4.0,2,2.6,1,1.0,1,1.9,1,0.1,1,0.0,33,64.8,277.7,1943.8
14,3,1,Urban,0,0,8,36.3,7,7.0,5,13.2,1,2.64,1,1,0.5,4,2.6,1,4.9,2,3.5,1,0.1,0,0.0,0,0.8,0,1.1,23,45.9,458.7,1376.1
35,8,2,Rural,1,0,3,16.5,13,6.4,7,9.6,2,9.6,2,1,0.18000000000000002,3,6.3,2,1.4,2,1.1,1,1.62,2,0.1,0,0.7,1,2.3,36,47.9,179.8,1438.4
44,8,3,Urban,1,0,6,37.7,10,6.3,5,13.44,4,1.2,1,1,0.09000000000000001,5,5.8500000000000005,0,1.9,3,0.7,1,0.81,2,0.9,1,0.9,1,0.8,34,33.5,125.5,1003.7
29,3,3,Urban,1,1,10,26.2,11,4.1,6,10.1,4,3.4,1,2,0.22000000000000003,5,4.51,0,5.1,2,0.7,1,1.87,2,0.5,1,0.5,0,1.6,35,35.9,359.1,1077.2
21,3,3,Urban,0,0,6,38.2,12,3.4,6,5.04,5,7.919999999999999,1,0,0.81,4,1.8,2,3.5,2,1.1,2,1.4400000000000002,2,1.5,0,0.8,0,1.3,36,100.8,1007.9,3023.6
6,7,2,Urban,0,0,9,26.3,9,6.7,2,11.7,0,2.7,2,2,1.0,1,7.9,1,1.8,1,3.7,1,2.0,1,0.3,0,1.0,0,0.3,20,27.3,116.9,818.3
4,7,3,Urban,0,0,12,15.3,13,7.7,2,9.3,3,0.6,1,1,1.0,4,6.6,3,2.0,1,2.1,1,0.3,1,1.6,1,0.1,1,2.4,32,31.2,133.9,937.3
60,3,1,Rural,0,0,10,27.1,20,6.2,5,5.9,2,10.2,2,0,0.3,4,5.3,2,1.9,1,1.1,2,1.0,1,0.4,0,0.5,0,1.9,39,54.6,546.2,1638.6
68,8,3,Urban,0,1,12,20.6,18,7.8,3,7.2,4,5.9,1,2,0.66,2,3.63,3,5.2,1,3.9,1,0.22000000000000003,1,1.5,1,0.5,0,0.7,37,64.6,242.1,1937.0
27,8,2,Urban,1,0,11,27.2,12,3.2,7,9.1,4,7.5,1,1,0.8,4,5.7,0,2.5,1,2.9,2,0.3,1,1.5,0,0.7,0,2.7,33,60.6,227.1,1816.7
10,3,3,Urban,0,0,1,19.0,19,6.6,4,4.5,4,11.8,2,1,0.2,4,4.4,3,1.8,3,2.7,0,1.4,0,0.9,0,1.0,1,0.9,41,106.7,1066.7,3200.2
14,8,2,Rural,1,0,1,7.4,14,5.7,7,7.6,4,9.7,1,1,0.3,3,4.5,2,6.0,1,1.9,1,0.6,1,0.3,0,0.4,1,1.4,36,54.6,204.9,1639.1
35,7,2,Rural,1,0,1,15.8,23,5.9,2,9.6,5,0.6,1,2,0.6,3,5.4,2,7.4,1,2.0,1,1.1,2,1.6,1,0.7,0,1.1,43,29.8,127.5,892.8
61,3,3,Urban,1,0,7,33.5,11,4.2,2,5.52,4,14.28,2,0,0.0,4,5.2,3,4.9,2,3.7,2,1.2,1,0.3,0,0.6,0,1.5,31,128.2,1281.5,3844.5
69,7,1,Rural,1,1,3,22.1,18,6.6,5,5.0,2,11.9,2,1,0.66,5,5.28,0,4.8,3,3.1,1,1.2100000000000002,1,0.5,0,0.4,1,1.0,39,78.7,337.2,2360.7
44,8,2,Urban,0,0,12,18.8,25,5.3,7,10.2,3,10.3,1,0,0.1,2,4.8,0,0.2,2,2.0,1,1.6,2,1.9,0,0.5,1,2.0,44,86.9,325.9,2607.2
25,8,3,Urban,1,0,5,33.7,13,7.3,2,10.799999999999999,5,12.48,2,1,0.33,5,8.690000000000001,3,7.6,3,3.7,2,1.1,2,1.5,0,0.9,1,1.7,39,162.6,609.7,4877.3
0,6,2,Urban,0,0,3,27.1,19,5.4,4,9.7,3,10.4,2,0,0.8,3,6.9,1,6.4,1,1.9,0,1.5,0,1.7,1,0.2,1,2.2,35,80.6,403.0,2418.0
6,4,3,Rural,1,1,11,22.6,6,6.3,4,9.5,1,7.4,2,1,0.55,3,7.48,0,1.1,0,2.8,1,0.55,0,2.0,1,1.0,0,1.5,19,20.4,152.7,610.9
60,4,1,Urban,1,0,10,32.8,23,3.9,7,8.5,2,2.1,1,2,1.0,5,1.7,0,5.9,3,0.9,2,1.7,1,0.6,1,0.1,1,2.1,48,39.7,297.8,1191.1
29,7,2,Urban,0,0,9,34.4,14,7.4,4,4.3,3,6.6,2,1,0.8800000000000001,3,8.58,1,7.8,1,3.9,2,2.2,2,0.6,1,0.3,0,1.6,34,74.4,319.0,2232.8
2,3,1,Urban,1,0,7,36.5,18,4.9,5,9.0,0,11.28,2,2,0.6,3,6.5,3,5.4,1,1.0,1,1.0,0,0.1,1,0.1,0,0.3,36,19.4,193.8,581.4
8,4,1,Urban,0,1,9,30.5,16,7.9,2,6.7,3,12.0,2,1,0.22000000000000003,4,4.620000000000001,3,5.4,1,4.0,0,1.32,1,1.6,1,0.9,0,2.8,34,95.5,716.0,2863.8
38,8,1,Urban,0,0,8,33.8,16,5.2,4,13.44,3,11.04,1,0,0.1,2,2.6,0,5.5,1,2.7,2,0.8,2,1.6,1,0.5,1,0.1,33,84.3,316.0,2528.2
0,5,1,Urban,0,1,4,36.5,20,4.5,5,7.8,3,10.1,2,1,0.9900000000000001,4,4.620000000000001,0,3.1,2,0.1,1,0.11000000000000001,0,1.1,1,0.4,1,0.7,40,70.5,422.9,2114.6
5,3,1,Urban,1,0,12,11.3,15,6.5,4,10.1,0,6.8,2,1,0.0,3,1.7,3,6.1,1,2.1,0,0.2,0,0.4,1,0.8,1,2.1,31,25.1,250.9,752.8
20,7,3,Urban,1,0,7,31.5,15,3.7,7,7.4399999999999995,4,0.36,2,0,0.7,4,4.2,1,2.5,1,1.4,2,1.5,1,1.3,0,0.4,1,1.6,38,27.9,119.4,835.8
36,8,1,Urban,0,0,5,39.5,18,3.9,7,11.88,5,13.799999999999999,1,1,0.4,4,4.4,1,0.0,1,1.5,1,1.4,2,1.9,0,0.2,0,2.4,41,157.1,589.0,4712.4
34,8,3,Urban,0,0,3,24.7,24,3.2,4,6.4,3,9.2,2,0,1.0,2,2.3,1,2.2,2,1.4,1,1.5,2,1.7,0,0.8,0,0.8,41,66.2,248.4,1986.9
9,5,1,Urban,0,0,7,33.4,19,3.7,4,6.359999999999999,1,4.44,2,2,0.4,2,7.8,0,5.8,0,1.0,0,1.0,0,0.1,0,0.7,0,0.7,30,18.5,110.7,553.7
37,7,1,Urban,0,0,3,24.1,16,6.3,2,10.9,5,1.9,1,1,0.5,3,6.1,1,1.8,2,1.6,2,1.7,2,0.6,1,0.3,1,0.2,37,43.8,187.8,1314.8
9,3,2,Rural,0,0,5,37.0,10,5.8,6,10.56,2,0.72,1,0,0.77,2,2.3100000000000005,1,1.5,0,2.1,0,1.6500000000000001,1,1.4,1,0.0,1,0.4,25,14.9,148.5,445.6
11,8,3,Rural,0,0,4,31.9,14,7.6,5,7.7,4,1.0,1,0,0.5,3,3.9,1,0.5,1,0.9,0,1.8,1,1.7,1,0.0,0,1.5,31,24.8,93.1,744.8
31,6,1,Rural,0,1,4,32.1,16,6.9,2,9.8,3,4.8,1,2,0.77,3,3.63,2,2.1,1,3.5,2,1.6500000000000001,2,0.8,0,0.2,0,1.0,34,55.8,278.9,1673.5
22,8,1,Urban,1,0,6,32.5,16,7.2,5,14.04,2,0.96,1,2,0.0,5,2.4,0,1.8,1,2.5,2,1.2,2,1.4,0,0.3,0,1.8,36,31.2,116.9,935.3
52,6,1,Urban,0,0,5,35.1,17,5.4,7,12.719999999999999,2,8.76,1,1,0.8,3,4.9,3,0.6,2,3.0,1,1.0,1,1.1,1,0.9,0,0.7,39,74.2,371.1,2226.8
32,6,3,Rural,0,0,3,22.5,21,3.8,5,4.1,4,10.9,1,0,0.7,3,3.1,3,4.0,3,3.8,1,1.9,1,0.7,1,0.3,0,2.9,43,123.6,617.9,3707.4
23,3,3,Urban,0,1,12,14.4,15,6.2,7,8.5,3,4.2,2,1,0.66,5,6.930000000000001,0,7.9,2,1.2,2,0.77,2,1.9,1,0.4,1,2.7,41,55.6,556.5,1669.4
2,3,3,Rural,0,1,6,38.8,14,7.5,6,5.159999999999999,0,2.4,2,1,0.11000000000000001,3,6.050000000000001,1,6.5,1,2.1,1,0.33,1,0.1,1,0.5,1,1.3,32,28.3,282.6,847.9
11,5,2,Rural,0,0,7,33.9,20,6.4,6,9.24,3,4.32,2,2,0.2,3,5.5,1,1.2,1,3.0,1,0.9,0,1.2,1,0.4,0,2.5,40,53.8,322.6,1613.0
10,8,2,Urban,0,0,12,15.5,18,7.8,5,8.1,4,8.3,2,0,0.8,1,7.9,1,6.3,3,1.2,0,1.0,1,0.0,1,0.7,0,0.4,36,73.1,274.2,2193.9
7,3,1,Urban,0,0,11,20.2,9,6.7,4,5.3,1,0.7,1,2,0.7,4,5.0,3,4.0,0,0.4,1,1.6,1,0.5,0,0.5,1,2.0,27,19.5,194.7,584.2
78,3,3,Urban,1,0,4,24.0,13,3.9,5,10.9,2,0.9,2,0,0.0,4,5.7,2,2.5,2,0.2,2,1.6,1,0.3,0,0.1,1,2.5,34,26.3,262.9,788.8
13,5,3,Urban,0,0,2,14.2,14,7.6,3,6.4,4,0.1,1,1,0.2,4,7.3,1,1.4,2,1.8,1,0.1,1,0.0,1,0.6,0,0.7,33,26.5,158.9,794.4
63,5,2,Rural,0,0,9,31.3,18,7.0,3,5.6,3,3.6,2,0,0.1,5,4.9,0,6.3,2,1.5,1,0.7,2,1.1,0,0.4,1,2.1,37,53.1,318.3,1591.6
27,8,1,Urban,0,0,2,15.5,23,4.9,4,5.8,3,0.9,1,2,0.3,5,5.5,2,7.1,3,2.3,2,0.5,1,2.0,1,0.0,1,1.8,48,55.1,206.5,1651.7
46,7,3,Rural,0,0,6,33.5,18,3.8,6,5.88,5,9.12,2,2,0.0,2,7.6,1,4.2,1,2.7,1,1.9,1,0.4,1,0.5,0,0.5,40,103.2,442.4,3097.1
26,4,3,Urban,0,0,8,31.5,20,6.0,7,10.56,2,10.319999999999999,1,0,0.5,2,2.8,3,1.8,3,3.2,2,1.9,2,0.2,1,0.2,1,2.5,44,97.3,730.0,2919.9
29,8,1,Urban,0,0,3,25.1,21,4.0,3,10.6,5,8.0,1,0,0.2,5,5.1,0,2.0,1,0.5,2,1.0,2,0.0,0,0.0,1,2.9,41,82.8,310.6,2485.2
16,4,2,Urban,0,1,12,16.0,10,7.6,4,9.4,2,1.5,1,0,0.11000000000000001,4,6.71,3,4.1,2,1.9,1,1.6500000000000001,0,0.6,0,0.3,1,1.7,28,40.8,305.8,1223.0
7,7,2,Urban,0,0,12,16.3,17,6.0,3,6.4,3,5.1,2,0,0.5,2,2.8,3,3.7,0,2.3,0,0.9,1,1.0,1,0.5,0,2.4,32,32.2,137.8,964.8
34,6,3,Urban,0,0,11,20.6,18,3.1,4,7.5,2,9.2,1,1,0.2,3,4.3,1,2.2,2,1.4,1,0.1,1,0.6,0,0.5,0,0.9,34,44.0,219.9,1319.2
13,8,1,Urban,0,1,10,24.8,21,5.3,6,6.7,1,3.3,1,1,0.77,2,2.4200000000000004,1,6.9,1,2.5,0,1.2100000000000002,1,1.0,0,0.0,1,1.1,36,32.1,120.3,962.3
0,3,1,Urban,0,1,9,34.7,6,6.9,6,11.3,0,3.2,2,1,0.33,4,4.840000000000001,3,3.9,0,3.7,1,1.1,0,1.4,1,0.1,1,2.3,25,21.8,218.1,654.3
22,5,1,Rural,1,0,6,36.2,20,5.7,2,8.16,5,3.0,1,1,0.55,2,7.8100000000000005,1,5.7,3,2.6,1,0.9900000000000001,2,1.5,0,1.0,0,2.9,38,69.4,416.2,2081.1
8,8,3,Urban,0,0,12,15.3,11,5.7,5,7.0,2,0.6,2,2,0.63,4,4.59,2,4.7,2,3.2,0,0.63,0,1.5,1,0.3,0,1.3,31,41.4,155.2,1241.3
79,5,2,Urban,0,1,10,26.9,25,6.6,4,5.3,5,10.6,1,0,0.77,4,4.07,3,0.0,3,1.8,2,0.66,1,0.7,1,0.5,0,1.1,49,121.5,729.3,3646.3
78,6,2,Urban,0,0,8,34.6,13,5.8,7,11.04,4,12.48,1,0,0.1,3,6.0,2,4.6,3,2.1,1,1.3,1,1.5,1,0.6,0,0.7,36,127.6,638.1,3828.8
60,5,2,Urban,1,1,2,11.0,25,6.2,5,7.6,3,11.4,2,1,0.66,5,6.490000000000001,3,2.0,2,3.5,2,1.32,2,1.2,1,0.8,1,1.9,52,80.5,483.0,2415.2
11,6,2,Urban,0,0,7,36.7,22,3.3,7,10.56,1,13.92,1,2,0.66,3,5.390000000000001,2,2.0,2,3.2,0,1.2100000000000002,1,1.8,1,0.8,1,1.6,43,71.0,355.2,2131.4
4,7,2,Rural,0,0,8,33.6,15,6.2,6,11.639999999999999,0,0.48,2,2,0.81,3,4.59,2,5.5,2,0.8,0,0.0,1,0.1,0,0.2,0,2.3,33,23.6,101.2,708.3
61,6,3,Urban,1,0,8,32.4,13,4.1,4,13.799999999999999,2,12.6,1,2,0.4,3,7.3,0,5.5,3,3.8,1,0.3,1,1.2,0,0.2,0,2.9,30,91.8,459.0,2754.0
15,4,3,Urban,0,0,5,37.2,20,6.9,5,10.799999999999999,3,0.24,2,0,0.5,4,7.0,2,4.6,3,1.4,0,1.3,1,1.8,1,0.7,1,0.7,42,41.3,309.4,1237.7
72,8,2,Urban,1,1,11,26.1,21,5.2,6,7.1,5,8.8,2,0,0.3960000000000001,5,1.0890000000000002,3,7.7,3,1.4,1,0.9900000000000001,1,1.4,0,0.9,1,2.7,48,100.3,376.0,3007.6
74,6,2,Urban,0,0,11,23.5,22,4.1,7,11.8,2,7.1,2,1,0.1,3,3.0,3,5.6,2,2.4,2,1.8,1,0.6,0,0.5,1,2.2,46,70.9,354.3,2125.7
55,8,3,Urban,0,0,8,30.1,21,3.3,2,12.0,3,2.52,1,2,0.9,4,6.8,0,7.7,1,0.1,1,0.9,2,0.5,0,0.1,0,1.9,37,26.3,98.7,789.8
14,7,2,Urban,0,0,11,23.0,14,4.3,3,8.6,4,0.2,1,2,0.4,4,5.7,2,7.0,2,3.4,1,1.9,1,0.6,1,0.6,1,1.9,36,47.1,201.7,1412.0
10,6,2,Urban,1,1,6,35.3,9,7.3,7,9.36,2,10.68,1,1,0.8800000000000001,4,4.620000000000001,1,0.0,2,3.9,1,1.2100000000000002,0,0.9,0,0.3,0,1.7,28,73.4,366.8,2200.7
58,7,2,Rural,0,0,2,17.4,20,6.3,3,4.2,2,8.6,2,0,0.7,4,4.6,2,7.1,3,3.1,1,0.8,2,1.7,1,0.7,0,1.8,40,79.9,342.3,2396.2
12,4,1,Urban,0,1,12,15.2,11,5.3,2,10.3,2,1.7,1,0,0.8800000000000001,2,3.3000000000000003,0,0.9,1,1.4,1,1.6500000000000001,1,0.7,0,0.4,1,1.2,22,22.5,168.4,673.8
9,3,2,Urban,0,0,1,15.0,9,4.7,4,9.3,1,8.4,2,1,0.4,4,5.5,2,1.7,1,1.6,0,1.1,1,1.6,0,0.2,1,2.4,26,37.1,370.5,1111.6
23,7,1,Urban,0,0,8,29.1,12,4.6,5,8.64,3,12.96,1,2,0.7,2,5.9,2,7.7,3,2.6,1,1.0,2,0.1,1,0.9,1,2.8,35,114.1,489.0,3423.2
76,3,2,Rural,0,0,7,33.5,20,5.0,2,6.119999999999999,2,5.88,2,1,0.5,3,3.3,3,2.5,2,0.2,2,0.6,1,1.9,1,0.3,0,2.2,39,37.1,370.6,1111.7
